doc_id,bank_code,year,issue_name,section_title,start_page,end_page,confidence,match_type,quality_issue,manual_check,checker_notes,checker,check_time
2025-1225059575,,2025,普惠金融,包含'中小企业融资'的章节,6,12,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225059575,,2025,乡村振兴,包含'乡村振兴'的章节,3,9,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212688376,,2021,风险管理,包含'风险管理体系'的章节,6,12,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212688376,,2021,公司治理,包含'投资者关系'的章节,4,10,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212688376,,2021,绿色金融,您认为本报告是否真实全面反映了青岛银行在经济、环境、社会方面的社会责任实践 ：,16,22,80,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212688376,,2021,消费者权益保护,包含'消费者权益'的章节,2,8,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212688376,,2021,普惠金融,包含'普惠金融'的章节,1,7,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212688376,,2021,乡村振兴,包含'乡村振兴'的章节,1,7,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216303439,,2022,风险管理,包含'风险管理体系'的章节,5,11,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216303439,,2022,公司治理,包含'投资者关系'的章节,3,9,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216303439,,2022,绿色金融,您认为本报告是否真实全面反映了青岛银行在经济、环境、社会方面的社会责任实践 ：,17,23,79,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216303439,,2022,消费者权益保护,包含'消费者权益'的章节,3,9,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216303439,,2022,普惠金融,包含'普惠金融'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216303439,,2022,乡村振兴,包含'乡村振兴'的章节,7,13,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219448240,,2023,风险管理,包含'风险管理体系'的章节,12,18,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219448240,,2023,公司治理,包含'投资者关系'的章节,3,9,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219448240,,2023,绿色金融,您认为本报告是否真实全面反映了青岛银行在经济、环境、社会方面的社会责任实践 ：,16,22,78,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219448240,,2023,消费者权益保护,包含'消费者权益'的章节,2,8,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219448240,,2023,普惠金融,包含'普惠金融'的章节,1,7,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219448240,,2023,乡村振兴,包含'乡村振兴'的章节,1,7,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222910646,,2024,风险管理,包含'风险管理体系'的章节,1,7,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222910646,,2024,公司治理,包含'投资者关系'的章节,2,8,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222910646,,2024,绿色金融,"""63亿元 ；碳减排支持工具落地3笔，总金额1.98亿元，带动年度碳减排量87","208.81吨二氧化碳，为山东省经济低碳高""",6,82,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222910646,,2024,消费者权益保护,包含'消费者权益'的章节,2,8,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222910646,,2024,普惠金融,包含'普惠金融'的章节,1,7,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222910646,,2024,乡村振兴,包含'乡村振兴'的章节,2,8,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225036797,,2025,风险管理,包含'风险管理体系'的章节,6,12,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225036797,,2025,公司治理,包含'投资者关系'的章节,5,11,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225036797,,2025,绿色金融,《深圳证券交易所上市公司自律监管指引第17号 —— 可持续发展报告（试,24,30,80,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225036797,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225036797,,2025,普惠金融,包含'个体工商户'的章节,11,17,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225036797,,2025,乡村振兴,包含'乡村振兴'的章节,1,7,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213207165,,2021,风险管理,包含'风险管理体系'的章节,7,13,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213207165,,2021,公司治理,1符合负责任原则的相关治理结构、政策和流程,14,20,93,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213207165,,2021,绿色金融,2与客户共同致力于可持续发展实践与可持续性经济行为,14,20,93,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213207165,,2021,消费者权益保护,包含'消费者权益'的章节,1,7,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213207165,,2021,普惠金融,包含'中小企业融资'的章节,5,11,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213207165,,2021,乡村振兴,包含'乡村振兴'的章节,3,9,93,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216700620,,2022,风险管理,包含'风险管理体系'的章节,7,13,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216700620,,2022,公司治理,包含'投资者关系'的章节,7,13,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216700620,,2022,绿色金融,包含'可持续发展'的章节,12,18,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216700620,,2022,消费者权益保护,98分；共有17950位客户配合完成客户满意度评价，客户满意度平均得分97.06分。,9,15,86,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216700620,,2022,普惠金融,包含'中小企业融资'的章节,4,10,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216700620,,2022,乡村振兴,包含'乡村振兴'的章节,3,9,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219861227,,2023,风险管理,包含'风险管理体系'的章节,5,11,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219861227,,2023,公司治理,包含'投资者关系'的章节,5,11,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219861227,,2023,绿色金融,包含'可持续发展'的章节,3,9,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219861227,,2023,消费者权益保护,包含'消费者权益'的章节,7,13,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219861227,,2023,普惠金融,包含'个体工商户'的章节,2,8,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219861227,,2023,乡村振兴,包含'乡村振兴'的章节,1,7,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1223278998,,2024,风险管理,包含'风险管理体系'的章节,6,12,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223278998,,2024,公司治理,您认为我们在公司治理方面做得如何？□ 非常好  □ 好  □ 一般  □ 较差  □ 差,26,32,92,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223278998,,2024,绿色金融,您认为我们在绿色金融方面做得如何？□ 非常好  □ 好  □ 一般  □ 较差  □ 差,26,32,92,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223278998,,2024,消费者权益保护,您认为我们在客户服务方面做得如何？□ 非常好  □ 好  □ 一般  □ 较差  □ 差,26,32,92,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223278998,,2024,普惠金融,包含'个体工商户'的章节,14,20,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223278998,,2024,乡村振兴,包含'乡村振兴'的章节,1,7,92,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225245653,,2025,风险管理,包含'风险管理体系'的章节,6,12,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225245653,,2025,公司治理,您认为我们在公司治理方面做得如何？,28,34,83,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225245653,,2025,绿色金融,您认为我们在绿色金融方面做得如何？,28,34,83,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225245653,,2025,消费者权益保护,您认为我们在客户服务方面做得如何？,28,34,83,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225245653,,2025,普惠金融,包含'个体工商户'的章节,14,20,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225245653,,2025,乡村振兴,包含'乡村振兴'的章节,1,7,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212710659,,2021,风险管理,包含'全面风险管理'的章节,2,8,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212710659,,2021,公司治理,包含'投资者关系'的章节,2,8,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212710659,,2021,绿色金融,二、三产业的绿色金融全面品牌序列。建立覆盖绿色信贷、绿色直接融资、碳金融的,3,9,79,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212710659,,2021,消费者权益保护,包含'消费者权益'的章节,1,7,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212710659,,2021,普惠金融,06 亿元；民营企业贷款余额 793.13,1,7,79,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2021-1212710659,,2021,乡村振兴,包含'乡村振兴'的章节,3,9,79,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216563025,,2022,风险管理,包含'风险管理体系'的章节,1,7,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216563025,,2022,公司治理,包含'投资者关系'的章节,1,7,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216563025,,2022,绿色金融,您对苏州银行履行社会责任的其他建议？,36,42,88,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216563025,,2022,消费者权益保护,包含'消费者权益'的章节,2,8,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216563025,,2022,普惠金融,包含'个体工商户'的章节,6,12,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216563025,,2022,乡村振兴,包含'农业产业化'的章节,8,14,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219863836,,2023,风险管理,包含'风险管理体系'的章节,2,8,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219863836,,2023,公司治理,包含'投资者关系'的章节,2,8,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219863836,,2023,绿色金融,promoting the practice of the ESG concept across the Bank in all respects. According to the 2024,37,43,87,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219863836,,2023,消费者权益保护,包含'消费者权益'的章节,1,7,87,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219863836,,2023,普惠金融,68 亿元，较年初增长 108.10 亿元，增幅 19.60%；服务民营企业对公贷款户数 8532 户，较年初增长 1085 户，增,7,13,87,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219863836,,2023,乡村振兴,91 亿元，增速 24.97%；普惠型涉农贷款余额 90.38 亿元，,9,15,87,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223374205,,2024,风险管理,包含'风险管理体系'的章节,1,7,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223374205,,2024,公司治理,包含'投资者关系'的章节,3,9,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223374205,,2024,绿色金融,您对苏州银行履行社会责任的其他建议？,43,49,82,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
